Timestep,Region,n2oem
2927,ANZ,0.15
ANZ,2928,0.15
2928,ANZ,0.15
ANZ,2929,0.15
2929,ANZ,0.15
ANZ,2930,0.15
2930,ANZ,0.15
ANZ,2931,0.15
2931,ANZ,0.15
ANZ,2932,0.15
2932,ANZ,0.15
ANZ,2933,0.15
2933,ANZ,0.15
ANZ,2934,0.15
2934,ANZ,0.15
ANZ,2935,0.15
2935,ANZ,0.15
ANZ,2936,0.15
2936,ANZ,0.15
ANZ,2937,0.15
2937,ANZ,0.15
ANZ,2938,0.15
2938,ANZ,0.15
ANZ,2939,0.15
2939,ANZ,0.15
ANZ,2940,0.15
2940,ANZ,0.15
ANZ,2941,0.15
2941,ANZ,0.15
ANZ,2942,0.15
2942,ANZ,0.15
ANZ,2943,0.15
2943,ANZ,0.15
ANZ,2944,0.15
2944,ANZ,0.15
ANZ,2945,0.15
2945,ANZ,0.15
ANZ,2946,0.15
2946,ANZ,0.15
ANZ,2947,0.15
2947,ANZ,0.15
ANZ,2948,0.15
2948,ANZ,0.15
ANZ,2949,0.15
2949,ANZ,0.15
ANZ,2950,0.15
2950,ANZ,0.15
ANZ,2951,0.15
2951,ANZ,0.15
ANZ,2952,0.15
2952,ANZ,0.15
ANZ,2953,0.15
2953,ANZ,0.15
ANZ,2954,0.15
2954,ANZ,0.15
ANZ,2955,0.15
2955,ANZ,0.15
ANZ,2956,0.15
2956,ANZ,0.15
ANZ,2957,0.15
2957,ANZ,0.15
ANZ,2958,0.15
2958,ANZ,0.15
ANZ,2959,0.15
2959,ANZ,0.15
ANZ,2960,0.15
2960,ANZ,0.15
ANZ,2961,0.15
2961,ANZ,0.15
ANZ,2962,0.15
2962,ANZ,0.15
ANZ,2963,0.15
2963,ANZ,0.15
ANZ,2964,0.15
2964,ANZ,0.15
ANZ,2965,0.15
2965,ANZ,0.15
ANZ,2966,0.15
2966,ANZ,0.15
ANZ,2967,0.15
2967,ANZ,0.15
ANZ,2968,0.15
2968,ANZ,0.15
ANZ,2969,0.15
2969,ANZ,0.15
ANZ,2970,0.15
2970,ANZ,0.15
ANZ,2971,0.15
2971,ANZ,0.15
ANZ,2972,0.15
2972,ANZ,0.15
ANZ,2973,0.15
2973,ANZ,0.15
ANZ,2974,0.15
2974,ANZ,0.15
ANZ,2975,0.15
2975,ANZ,0.15
ANZ,2976,0.15
2976,ANZ,0.15
ANZ,2977,0.15
2977,ANZ,0.15
ANZ,2978,0.15
2978,ANZ,0.15
ANZ,2979,0.15
2979,ANZ,0.15
ANZ,2980,0.15
2980,ANZ,0.15
ANZ,2981,0.15
2981,ANZ,0.15
ANZ,2982,0.15
2982,ANZ,0.15
ANZ,2983,0.15
2983,ANZ,0.15
ANZ,2984,0.15
2984,ANZ,0.15
ANZ,2985,0.15
2985,ANZ,0.15
ANZ,2986,0.15
2986,ANZ,0.15
ANZ,2987,0.15
2987,ANZ,0.15
ANZ,2988,0.15
2988,ANZ,0.15
ANZ,2989,0.15
2989,ANZ,0.15
ANZ,2990,0.15
2990,ANZ,0.15
ANZ,2991,0.15
2991,ANZ,0.15
ANZ,2992,0.15
2992,ANZ,0.15
ANZ,2993,0.15
2993,ANZ,0.15
ANZ,2994,0.15
2994,ANZ,0.15
ANZ,2995,0.15
2995,ANZ,0.15
ANZ,2996,0.15
2996,ANZ,0.15
ANZ,2997,0.15
2997,ANZ,0.15
ANZ,2998,0.15
2998,ANZ,0.15
ANZ,2999,0.15
2999,ANZ,0.15
ANZ,3000,0.15
3000,ANZ,0.15
EEU,1950,0.03
1950,EEU,0.03
EEU,1951,0.03
1951,EEU,0.03
EEU,1952,0.03
1952,EEU,0.03
EEU,1953,0.03
1953,EEU,0.03
EEU,1954,0.03
1954,EEU,0.03
EEU,1955,0.03
1955,EEU,0.03
EEU,1956,0.03
1956,EEU,0.03
EEU,1957,0.03
1957,EEU,0.03
EEU,1958,0.03
1958,EEU,0.03
EEU,1959,0.03
1959,EEU,0.03
EEU,1960,0.05
1960,EEU,0.05
EEU,1961,0.05
1961,EEU,0.05
EEU,1962,0.05
1962,EEU,0.05
EEU,1963,0.06
1963,EEU,0.06
EEU,1964,0.06
1964,EEU,0.06
EEU,1965,0.06
1965,EEU,0.06
EEU,1966,0.06
1966,EEU,0.06
EEU,1967,0.06
1967,EEU,0.06
EEU,1968,0.06
1968,EEU,0.06
EEU,1969,0.06
1969,EEU,0.06
EEU,1970,0.08
1970,EEU,0.08
EEU,1971,0.08
1971,EEU,0.08
EEU,1972,0.08
1972,EEU,0.08
EEU,1973,0.08
1973,EEU,0.08
EEU,1974,0.08
1974,EEU,0.08
EEU,1975,0.08
1975,EEU,0.08
EEU,1976,0.08
1976,EEU,0.08
EEU,1977,0.09
1977,EEU,0.09
EEU,1978,0.09
1978,EEU,0.09
EEU,1979,0.09
1979,EEU,0.09
EEU,1980,0.14
1980,EEU,0.14
EEU,1981,0.14
1981,EEU,0.14
EEU,1982,0.14
1982,EEU,0.14
EEU,1983,0.14
1983,EEU,0.14
EEU,1984,0.14
1984,EEU,0.14
EEU,1985,0.14
1985,EEU,0.14
EEU,1986,0.14
1986,EEU,0.14
EEU,1987,0.14
1987,EEU,0.14
EEU,1988,0.15
1988,EEU,0.15
EEU,1989,0.15
1989,EEU,0.15
EEU,1990,0.15
1990,EEU,0.15
EEU,1991,0.15
1991,EEU,0.15
EEU,1992,0.16
1992,EEU,0.16
EEU,1993,0.16
1993,EEU,0.16
EEU,1994,0.16
1994,EEU,0.16
EEU,1995,0.17
1995,EEU,0.17
EEU,1996,0.17
1996,EEU,0.17
EEU,1997,0.18
1997,EEU,0.18
EEU,1998,0.18
1998,EEU,0.18
EEU,1999,0.18
1999,EEU,0.18
EEU,2000,0.19
2000,EEU,0.19
EEU,2001,0.19
2001,EEU,0.19
EEU,2002,0.19
2002,EEU,0.19
EEU,2003,0.2
2003,EEU,0.2
EEU,2004,0.2
2004,EEU,0.2
EEU,2005,0.2
2005,EEU,0.2
EEU,2006,0.21
2006,EEU,0.21
EEU,2007,0.21
2007,EEU,0.21
EEU,2008,0.21
2008,EEU,0.21
EEU,2009,0.21
2009,EEU,0.21
EEU,2010,0.21
2010,EEU,0.21
EEU,2011,0.22
2011,EEU,0.22
EEU,2012,0.22
2012,EEU,0.22
EEU,2013,0.22
2013,EEU,0.22
EEU,2014,0.22
2014,EEU,0.22
EEU,2015,0.22
2015,EEU,0.22
EEU,2016,0.22
2016,EEU,0.22
EEU,2017,0.22
2017,EEU,0.22
EEU,2018,0.22
2018,EEU,0.22
EEU,2019,0.22
2019,EEU,0.22
EEU,2020,0.22
2020,EEU,0.22
EEU,2021,0.22
2021,EEU,0.22
EEU,2022,0.22
2022,EEU,0.22
EEU,2023,0.22
2023,EEU,0.22
EEU,2024,0.22
2024,EEU,0.22
EEU,2025,0.22
2025,EEU,0.22
EEU,2026,0.22
2026,EEU,0.22
EEU,2027,0.22
2027,EEU,0.22
EEU,2028,0.22
2028,EEU,0.22
EEU,2029,0.22
2029,EEU,0.22
EEU,2030,0.22
2030,EEU,0.22
EEU,2031,0.22
2031,EEU,0.22
EEU,2032,0.22
2032,EEU,0.22
EEU,2033,0.22
2033,EEU,0.22
EEU,2034,0.22
2034,EEU,0.22
EEU,2035,0.22
2035,EEU,0.22
EEU,2036,0.22
2036,EEU,0.22
EEU,2037,0.22
2037,EEU,0.22
EEU,2038,0.22
2038,EEU,0.22
EEU,2039,0.22
2039,EEU,0.22
EEU,2040,0.21
2040,EEU,0.21
EEU,2041,0.21
2041,EEU,0.21
EEU,2042,0.21
2042,EEU,0.21
EEU,2043,0.21
2043,EEU,0.21
EEU,2044,0.21
2044,EEU,0.21
EEU,2045,0.21
2045,EEU,0.21
EEU,2046,0.21
2046,EEU,0.21
EEU,2047,0.21
2047,EEU,0.21
EEU,2048,0.21
2048,EEU,0.21
EEU,2049,0.21
2049,EEU,0.21
EEU,2050,0.2
2050,EEU,0.2
EEU,2051,0.21
2051,EEU,0.21
EEU,2052,0.2
2052,EEU,0.2
EEU,2053,0.2
2053,EEU,0.2
EEU,2054,0.2
2054,EEU,0.2
EEU,2055,0.2
2055,EEU,0.2
EEU,2056,0.2
2056,EEU,0.2
EEU,2057,0.2
2057,EEU,0.2
EEU,2058,0.2
2058,EEU,0.2
EEU,2059,0.2
2059,EEU,0.2
EEU,2060,0.2
2060,EEU,0.2
EEU,2061,0.2
2061,EEU,0.2
EEU,2062,0.2
2062,EEU,0.2
EEU,2063,0.2
2063,EEU,0.2
EEU,2064,0.2
2064,EEU,0.2
EEU,2065,0.2
2065,EEU,0.2
EEU,2066,0.2
2066,EEU,0.2
EEU,2067,0.2
2067,EEU,0.2
EEU,2068,0.2
2068,EEU,0.2
EEU,2069,0.2
2069,EEU,0.2
EEU,2070,0.2
2070,EEU,0.2
EEU,2071,0.2
2071,EEU,0.2
EEU,2072,0.2
2072,EEU,0.2
EEU,2073,0.2
2073,EEU,0.2
EEU,2074,0.2
2074,EEU,0.2
EEU,2075,0.2
2075,EEU,0.2
EEU,2076,0.2
2076,EEU,0.2
EEU,2077,0.2
2077,EEU,0.2
EEU,2078,0.2
2078,EEU,0.2
EEU,2079,0.2
2079,EEU,0.2
EEU,2080,0.2
2080,EEU,0.2
EEU,2081,0.2
2081,EEU,0.2
EEU,2082,0.2
2082,EEU,0.2
EEU,2083,0.2
2083,EEU,0.2
EEU,2084,0.2
2084,EEU,0.2
EEU,2085,0.2
2085,EEU,0.2
EEU,2086,0.2
2086,EEU,0.2
EEU,2087,0.2
2087,EEU,0.2
EEU,2088,0.2
2088,EEU,0.2
EEU,2089,0.2
2089,EEU,0.2
EEU,2090,0.2
2090,EEU,0.2
EEU,2091,0.2
2091,EEU,0.2
EEU,2092,0.2
2092,EEU,0.2
EEU,2093,0.2
2093,EEU,0.2
EEU,2094,0.2
2094,EEU,0.2
EEU,2095,0.2
2095,EEU,0.2
EEU,2096,0.2
2096,EEU,0.2
EEU,2097,0.2
2097,EEU,0.2
EEU,2098,0.2
2098,EEU,0.2
EEU,2099,0.2
2099,EEU,0.2
EEU,2100,0.2
2100,EEU,0.2
EEU,2101,0.2
2101,EEU,0.2
EEU,2102,0.2
2102,EEU,0.2
EEU,2103,0.2
2103,EEU,0.2
EEU,2104,0.2
2104,EEU,0.2
EEU,2105,0.2
2105,EEU,0.2
EEU,2106,0.2
2106,EEU,0.2
EEU,2107,0.2
2107,EEU,0.2
EEU,2108,0.2
2108,EEU,0.2
EEU,2109,0.2
2109,EEU,0.2
EEU,2110,0.2
2110,EEU,0.2
EEU,2111,0.2
2111,EEU,0.2
EEU,2112,0.2
2112,EEU,0.2
EEU,2113,0.2
2113,EEU,0.2
EEU,2114,0.2
2114,EEU,0.2
EEU,2115,0.2
2115,EEU,0.2
EEU,2116,0.2
2116,EEU,0.2
EEU,2117,0.2
2117,EEU,0.2
EEU,2118,0.2
2118,EEU,0.2
EEU,2119,0.2
2119,EEU,0.2
EEU,2120,0.2
2120,EEU,0.2
EEU,2121,0.2
2121,EEU,0.2
EEU,2122,0.2
2122,EEU,0.2
EEU,2123,0.2
2123,EEU,0.2
EEU,2124,0.2
2124,EEU,0.2
EEU,2125,0.2
2125,EEU,0.2
EEU,2126,0.2
2126,EEU,0.2
EEU,2127,0.2
2127,EEU,0.2
EEU,2128,0.2
2128,EEU,0.2
EEU,2129,0.2
2129,EEU,0.2
EEU,2130,0.2
2130,EEU,0.2
EEU,2131,0.2
2131,EEU,0.2
EEU,2132,0.21
2132,EEU,0.21
EEU,2133,0.21
2133,EEU,0.21
EEU,2134,0.21
2134,EEU,0.21
EEU,2135,0.21
2135,EEU,0.21
EEU,2136,0.21
2136,EEU,0.21
EEU,2137,0.21
2137,EEU,0.21
EEU,2138,0.21
2138,EEU,0.21
EEU,2139,0.21
2139,EEU,0.21
EEU,2140,0.21
2140,EEU,0.21
EEU,2141,0.21
2141,EEU,0.21
EEU,2142,0.21
2142,EEU,0.21
EEU,2143,0.21
2143,EEU,0.21
EEU,2144,0.21
2144,EEU,0.21
EEU,2145,0.21
2145,EEU,0.21
EEU,2146,0.21
2146,EEU,0.21
EEU,2147,0.21
2147,EEU,0.21
EEU,2148,0.21
2148,EEU,0.21
EEU,2149,0.21
2149,EEU,0.21
EEU,2150,0.21
2150,EEU,0.21
EEU,2151,0.21
2151,EEU,0.21
EEU,2152,0.21
2152,EEU,0.21
EEU,2153,0.21
2153,EEU,0.21
EEU,2154,0.21
2154,EEU,0.21
EEU,2155,0.21
2155,EEU,0.21
EEU,2156,0.21
2156,EEU,0.21
EEU,2157,0.21
2157,EEU,0.21
EEU,2158,0.21
2158,EEU,0.21
EEU,2159,0.21
2159,EEU,0.21
EEU,2160,0.21
2160,EEU,0.21
EEU,2161,0.21
2161,EEU,0.21
EEU,2162,0.21
2162,EEU,0.21
EEU,2163,0.21
2163,EEU,0.21
EEU,2164,0.21
2164,EEU,0.21
EEU,2165,0.21
2165,EEU,0.21
EEU,2166,0.21
2166,EEU,0.21
EEU,2167,0.21
2167,EEU,0.21
EEU,2168,0.21
2168,EEU,0.21
EEU,2169,0.21
2169,EEU,0.21
EEU,2170,0.21
2170,EEU,0.21
EEU,2171,0.21
2171,EEU,0.21
EEU,2172,0.21
2172,EEU,0.21
EEU,2173,0.21
2173,EEU,0.21
EEU,2174,0.21
2174,EEU,0.21
EEU,2175,0.21
2175,EEU,0.21
EEU,2176,0.21
2176,EEU,0.21
EEU,2177,0.21
2177,EEU,0.21
EEU,2178,0.21
2178,EEU,0.21
EEU,2179,0.21
2179,EEU,0.21
EEU,2180,0.21
2180,EEU,0.21
EEU,2181,0.21
2181,EEU,0.21
EEU,2182,0.21
2182,EEU,0.21
EEU,2183,0.21
2183,EEU,0.21
EEU,2184,0.21
2184,EEU,0.21
EEU,2185,0.21
2185,EEU,0.21
EEU,2186,0.21
2186,EEU,0.21
EEU,2187,0.21
2187,EEU,0.21
EEU,2188,0.21
2188,EEU,0.21
EEU,2189,0.21
2189,EEU,0.21
EEU,2190,0.21
2190,EEU,0.21
EEU,2191,0.21
2191,EEU,0.21
EEU,2192,0.21
2192,EEU,0.21
EEU,2193,0.21
2193,EEU,0.21
EEU,2194,0.21
2194,EEU,0.21
EEU,2195,0.21
2195,EEU,0.21
EEU,2196,0.21
2196,EEU,0.21
EEU,2197,0.21
2197,EEU,0.21
EEU,2198,0.21
2198,EEU,0.21
EEU,2199,0.21
2199,EEU,0.21
EEU,2200,0.21
2200,EEU,0.21
EEU,2201,0.21
2201,EEU,0.21
EEU,2202,0.21
2202,EEU,0.21
EEU,2203,0.21
2203,EEU,0.21
EEU,2204,0.21
2204,EEU,0.21
EEU,2205,0.21
2205,EEU,0.21
EEU,2206,0.21
2206,EEU,0.21
EEU,2207,0.21
2207,EEU,0.21
EEU,2208,0.21
2208,EEU,0.21
EEU,2209,0.21
2209,EEU,0.21
EEU,2210,0.21
2210,EEU,0.21
EEU,2211,0.21
2211,EEU,0.21
EEU,2212,0.21
2212,EEU,0.21
EEU,2213,0.21
2213,EEU,0.21
EEU,2214,0.21
2214,EEU,0.21
EEU,2215,0.21
2215,EEU,0.21
EEU,2216,0.21
2216,EEU,0.21
EEU,2217,0.21
2217,EEU,0.21
EEU,2218,0.21
2218,EEU,0.21
EEU,2219,0.21
2219,EEU,0.21
EEU,2220,0.21
2220,EEU,0.21
EEU,2221,0.21
2221,EEU,0.21
EEU,2222,0.21
2222,EEU,0.21
EEU,2223,0.21
2223,EEU,0.21
EEU,2224,0.21
2224,EEU,0.21
EEU,2225,0.21
2225,EEU,0.21
EEU,2226,0.21
2226,EEU,0.21
EEU,2227,0.21
2227,EEU,0.21
EEU,2228,0.21
2228,EEU,0.21
EEU,2229,0.21
2229,EEU,0.21
EEU,2230,0.21
2230,EEU,0.21
EEU,2231,0.21
2231,EEU,0.21
EEU,2232,0.21
2232,EEU,0.21
EEU,2233,0.21
2233,EEU,0.21
EEU,2234,0.21
2234,EEU,0.21
EEU,2235,0.21
2235,EEU,0.21
EEU,2236,0.21
2236,EEU,0.21
EEU,2237,0.21
2237,EEU,0.21
EEU,2238,0.21
2238,EEU,0.21
EEU,2239,0.21
2239,EEU,0.21
EEU,2240,0.21
2240,EEU,0.21
EEU,2241,0.21
2241,EEU,0.21
EEU,2242,0.21
2242,EEU,0.21
EEU,2243,0.21
2243,EEU,0.21
EEU,2244,0.21
2244,EEU,0.21
EEU,2245,0.21
2245,EEU,0.21
EEU,2246,0.21
2246,EEU,0.21
EEU,2247,0.21
2247,EEU,0.21
EEU,2248,0.22
2248,EEU,0.22
EEU,2249,0.22
2249,EEU,0.22
EEU,2250,0.22
2250,EEU,0.22
EEU,2251,0.22
2251,EEU,0.22
EEU,2252,0.22
2252,EEU,0.22
EEU,2253,0.22
2253,EEU,0.22
EEU,2254,0.22
2254,EEU,0.22
EEU,2255,0.22
2255,EEU,0.22
EEU,2256,0.22
2256,EEU,0.22
EEU,2257,0.22
2257,EEU,0.22
EEU,2258,0.22
2258,EEU,0.22
EEU,2259,0.22
2259,EEU,0.22
EEU,2260,0.22
2260,EEU,0.22
EEU,2261,0.22
2261,EEU,0.22
EEU,2262,0.22
2262,EEU,0.22
EEU,2263,0.22
2263,EEU,0.22
EEU,2264,0.22
2264,EEU,0.22
EEU,2265,0.22
2265,EEU,0.22
EEU,2266,0.22
2266,EEU,0.22
EEU,2267,0.22
2267,EEU,0.22
EEU,2268,0.22
2268,EEU,0.22
EEU,2269,0.22
2269,EEU,0.22
EEU,2270,0.22
2270,EEU,0.22
EEU,2271,0.22
2271,EEU,0.22
EEU,2272,0.22
2272,EEU,0.22
EEU,2273,0.22
2273,EEU,0.22
EEU,2274,0.22
2274,EEU,0.22
EEU,2275,0.22
2275,EEU,0.22
EEU,2276,0.22
2276,EEU,0.22
EEU,2277,0.22
2277,EEU,0.22
EEU,2278,0.22
2278,EEU,0.22
EEU,2279,0.22
2279,EEU,0.22
EEU,2280,0.22
2280,EEU,0.22
EEU,2281,0.22
2281,EEU,0.22
EEU,2282,0.22
2282,EEU,0.22
EEU,2283,0.22
2283,EEU,0.22
EEU,2284,0.22
2284,EEU,0.22
EEU,2285,0.22
2285,EEU,0.22
EEU,2286,0.22
2286,EEU,0.22
EEU,2287,0.22
2287,EEU,0.22
EEU,2288,0.22
2288,EEU,0.22
EEU,2289,0.22
2289,EEU,0.22
EEU,2290,0.22
2290,EEU,0.22
EEU,2291,0.22
2291,EEU,0.22
EEU,2292,0.22
2292,EEU,0.22
EEU,2293,0.22
2293,EEU,0.22
EEU,2294,0.22
2294,EEU,0.22
EEU,2295,0.22
2295,EEU,0.22
EEU,2296,0.22
2296,EEU,0.22
EEU,2297,0.22
2297,EEU,0.22
EEU,2298,0.22
2298,EEU,0.22
EEU,2299,0.22
2299,EEU,0.22
EEU,2300,0.22
2300,EEU,0.22
EEU,2301,0.22
2301,EEU,0.22
EEU,2302,0.22
2302,EEU,0.22
EEU,2303,0.22
2303,EEU,0.22
EEU,2304,0.22
2304,EEU,0.22
EEU,2305,0.22
2305,EEU,0.22
EEU,2306,0.22
2306,EEU,0.22
EEU,2307,0.22
2307,EEU,0.22
EEU,2308,0.22
2308,EEU,0.22
EEU,2309,0.22
2309,EEU,0.22
EEU,2310,0.22
2310,EEU,0.22
EEU,2311,0.22
2311,EEU,0.22
EEU,2312,0.22
2312,EEU,0.22
EEU,2313,0.22
2313,EEU,0.22
EEU,2314,0.22
2314,EEU,0.22
EEU,2315,0.22
2315,EEU,0.22
EEU,2316,0.22
2316,EEU,0.22
EEU,2317,0.22
2317,EEU,0.22
EEU,2318,0.22
2318,EEU,0.22
EEU,2319,0.22
2319,EEU,0.22
EEU,2320,0.22
2320,EEU,0.22
EEU,2321,0.22
2321,EEU,0.22
EEU,2322,0.22
2322,EEU,0.22
EEU,2323,0.22
2323,EEU,0.22
EEU,2324,0.22
2324,EEU,0.22
EEU,2325,0.22
2325,EEU,0.22
EEU,2326,0.22
2326,EEU,0.22
EEU,2327,0.22
2327,EEU,0.22
EEU,2328,0.22
2328,EEU,0.22
EEU,2329,0.22
2329,EEU,0.22
EEU,2330,0.22
2330,EEU,0.22
EEU,2331,0.22
2331,EEU,0.22
EEU,2332,0.22
2332,EEU,0.22
EEU,2333,0.22
2333,EEU,0.22
EEU,2334,0.22
2334,EEU,0.22
EEU,2335,0.22
2335,EEU,0.22
EEU,2336,0.22
2336,EEU,0.22
EEU,2337,0.22
2337,EEU,0.22
EEU,2338,0.22
2338,EEU,0.22
EEU,2339,0.22
2339,EEU,0.22
EEU,2340,0.22
2340,EEU,0.22
EEU,2341,0.22
2341,EEU,0.22
EEU,2342,0.22
2342,EEU,0.22
EEU,2343,0.22
2343,EEU,0.22
EEU,2344,0.22
2344,EEU,0.22
EEU,2345,0.22
2345,EEU,0.22
EEU,2346,0.22
2346,EEU,0.22
EEU,2347,0.22
2347,EEU,0.22
EEU,2348,0.22
2348,EEU,0.22
EEU,2349,0.22
2349,EEU,0.22
EEU,2350,0.22
2350,EEU,0.22
EEU,2351,0.22
2351,EEU,0.22
EEU,2352,0.22
2352,EEU,0.22
EEU,2353,0.22
2353,EEU,0.22
EEU,2354,0.22
2354,EEU,0.22
EEU,2355,0.22
2355,EEU,0.22
EEU,2356,0.22
2356,EEU,0.22
EEU,2357,0.22
2357,EEU,0.22
EEU,2358,0.22
2358,EEU,0.22
EEU,2359,0.22
2359,EEU,0.22
EEU,2360,0.22
2360,EEU,0.22
EEU,2361,0.22
2361,EEU,0.22
EEU,2362,0.22
2362,EEU,0.22
EEU,2363,0.22
2363,EEU,0.22
EEU,2364,0.22
2364,EEU,0.22
EEU,2365,0.22
2365,EEU,0.22
EEU,2366,0.22
2366,EEU,0.22
EEU,2367,0.22
2367,EEU,0.22
EEU,2368,0.22
2368,EEU,0.22
EEU,2369,0.22
2369,EEU,0.22
EEU,2370,0.22
2370,EEU,0.22
EEU,2371,0.22
2371,EEU,0.22
EEU,2372,0.22
2372,EEU,0.22
EEU,2373,0.22
2373,EEU,0.22
EEU,2374,0.22
2374,EEU,0.22
EEU,2375,0.22
2375,EEU,0.22
EEU,2376,0.22
2376,EEU,0.22
EEU,2377,0.22
2377,EEU,0.22
EEU,2378,0.22
2378,EEU,0.22
EEU,2379,0.22
2379,EEU,0.22
EEU,2380,0.22
2380,EEU,0.22
EEU,2381,0.22
2381,EEU,0.22
EEU,2382,0.22
2382,EEU,0.22
EEU,2383,0.22
2383,EEU,0.22
EEU,2384,0.22
2384,EEU,0.22
EEU,2385,0.22
2385,EEU,0.22
EEU,2386,0.22
2386,EEU,0.22
EEU,2387,0.22
2387,EEU,0.22
EEU,2388,0.22
2388,EEU,0.22
EEU,2389,0.22
2389,EEU,0.22
EEU,2390,0.22
2390,EEU,0.22
EEU,2391,0.22
2391,EEU,0.22
EEU,2392,0.22
2392,EEU,0.22
EEU,2393,0.22
2393,EEU,0.22
EEU,2394,0.22
2394,EEU,0.22
EEU,2395,0.22
2395,EEU,0.22
EEU,2396,0.22
2396,EEU,0.22
EEU,2397,0.22
2397,EEU,0.22
EEU,2398,0.22
2398,EEU,0.22
EEU,2399,0.22
2399,EEU,0.22
EEU,2400,0.22
2400,EEU,0.22
EEU,2401,0.22
2401,EEU,0.22
EEU,2402,0.22
2402,EEU,0.22
EEU,2403,0.22
2403,EEU,0.22
EEU,2404,0.22
2404,EEU,0.22
EEU,2405,0.22
2405,EEU,0.22
EEU,2406,0.22
2406,EEU,0.22
EEU,2407,0.22
2407,EEU,0.22
EEU,2408,0.22
2408,EEU,0.22
EEU,2409,0.22
2409,EEU,0.22
EEU,2410,0.22
2410,EEU,0.22
EEU,2411,0.22
2411,EEU,0.22
EEU,2412,0.22
2412,EEU,0.22
EEU,2413,0.22
2413,EEU,0.22
EEU,2414,0.22
2414,EEU,0.22
EEU,2415,0.22
2415,EEU,0.22
EEU,2416,0.22
2416,EEU,0.22
EEU,2417,0.22
2417,EEU,0.22
EEU,2418,0.22
2418,EEU,0.22
EEU,2419,0.22
2419,EEU,0.22
EEU,2420,0.22
2420,EEU,0.22
EEU,2421,0.22
2421,EEU,0.22
EEU,2422,0.22
2422,EEU,0.22
EEU,2423,0.22
2423,EEU,0.22
EEU,2424,0.22
2424,EEU,0.22
EEU,2425,0.22
2425,EEU,0.22
EEU,2426,0.22
2426,EEU,0.22
EEU,2427,0.22
2427,EEU,0.22
EEU,2428,0.22
2428,EEU,0.22
EEU,2429,0.22
2429,EEU,0.22
EEU,2430,0.22
2430,EEU,0.22
EEU,2431,0.22
2431,EEU,0.22
EEU,2432,0.22
2432,EEU,0.22
EEU,2433,0.22
2433,EEU,0.22
EEU,2434,0.22
2434,EEU,0.22
EEU,2435,0.22
2435,EEU,0.22
EEU,2436,0.22
2436,EEU,0.22
EEU,2437,0.22
2437,EEU,0.22
EEU,2438,0.22
2438,EEU,0.22
EEU,2439,0.22
2439,EEU,0.22
EEU,2440,0.22
2440,EEU,0.22
EEU,2441,0.22
2441,EEU,0.22
EEU,2442,0.22
2442,EEU,0.22
EEU,2443,0.22
2443,EEU,0.22
EEU,2444,0.22
2444,EEU,0.22
EEU,2445,0.22
2445,EEU,0.22
EEU,2446,0.22
2446,EEU,0.22
EEU,2447,0.22
2447,EEU,0.22
EEU,2448,0.22
2448,EEU,0.22
EEU,2449,0.22
2449,EEU,0.22
EEU,2450,0.22
2450,EEU,0.22
EEU,2451,0.22
2451,EEU,0.22
EEU,2452,0.22
2452,EEU,0.22
EEU,2453,0.22
2453,EEU,0.22
EEU,2454,0.22
2454,EEU,0.22
EEU,2455,0.22
2455,EEU,0.22
EEU,2456,0.22
2456,EEU,0.22
EEU,2457,0.22
2457,EEU,0.22
EEU,2458,0.22
2458,EEU,0.22
EEU,2459,0.22
2459,EEU,0.22
EEU,2460,0.22
2460,EEU,0.22
EEU,2461,0.22
2461,EEU,0.22
EEU,2462,0.22
2462,EEU,0.22
EEU,2463,0.22
2463,EEU,0.22
EEU,2464,0.22
2464,EEU,0.22
EEU,2465,0.22
2465,EEU,0.22
EEU,2466,0.22
2466,EEU,0.22
EEU,2467,0.22
2467,EEU,0.22
EEU,2468,0.22
2468,EEU,0.22
EEU,2469,0.22
2469,EEU,0.22
EEU,2470,0.22
2470,EEU,0.22
EEU,2471,0.22
2471,EEU,0.22
EEU,2472,0.22
2472,EEU,0.22
EEU,2473,0.22
2473,EEU,0.22
EEU,2474,0.22
2474,EEU,0.22
EEU,2475,0.22
2475,EEU,0.22
EEU,2476,0.22
2476,EEU,0.22
EEU,2477,0.22
2477,EEU,0.22
EEU,2478,0.22
2478,EEU,0.22
EEU,2479,0.22
2479,EEU,0.22
EEU,2480,0.22
2480,EEU,0.22
EEU,2481,0.22
2481,EEU,0.22
EEU,2482,0.22
2482,EEU,0.22
EEU,2483,0.22
2483,EEU,0.22
EEU,2484,0.22
2484,EEU,0.22
EEU,2485,0.22
2485,EEU,0.22
EEU,2486,0.22
2486,EEU,0.22
EEU,2487,0.22
2487,EEU,0.22
EEU,2488,0.22
2488,EEU,0.22
EEU,2489,0.22
2489,EEU,0.22
EEU,2490,0.22
2490,EEU,0.22
EEU,2491,0.22
2491,EEU,0.22
EEU,2492,0.22
2492,EEU,0.22
EEU,2493,0.22
2493,EEU,0.22
EEU,2494,0.22
2494,EEU,0.22
EEU,2495,0.22
2495,EEU,0.22
EEU,2496,0.22
2496,EEU,0.22
EEU,2497,0.22
2497,EEU,0.22
EEU,2498,0.22
2498,EEU,0.22
EEU,2499,0.22
2499,EEU,0.22
EEU,2500,0.22
2500,EEU,0.22
EEU,2501,0.22
2501,EEU,0.22
EEU,2502,0.22
2502,EEU,0.22
EEU,2503,0.22
2503,EEU,0.22
EEU,2504,0.22
2504,EEU,0.22
EEU,2505,0.22
