Timestep,Region,ch4em
2511,JPK,7.6
JPK,2512,7.6
2512,JPK,7.6
JPK,2513,7.6
2513,JPK,7.6
JPK,2514,7.6
2514,JPK,7.6
JPK,2515,7.6
2515,JPK,7.6
JPK,2516,7.6
2516,JPK,7.6
JPK,2517,7.6
2517,JPK,7.6
JPK,2518,7.6
2518,JPK,7.6
JPK,2519,7.6
2519,JPK,7.6
JPK,2520,7.6
2520,JPK,7.6
JPK,2521,7.6
2521,JPK,7.6
JPK,2522,7.6
2522,JPK,7.6
JPK,2523,7.6
2523,JPK,7.6
JPK,2524,7.6
2524,JPK,7.6
JPK,2525,7.6
2525,JPK,7.6
JPK,2526,7.6
2526,JPK,7.6
JPK,2527,7.6
2527,JPK,7.6
JPK,2528,7.6
2528,JPK,7.6
JPK,2529,7.6
2529,JPK,7.6
JPK,2530,7.6
2530,JPK,7.6
JPK,2531,7.6
2531,JPK,7.6
JPK,2532,7.6
2532,JPK,7.6
JPK,2533,7.6
2533,JPK,7.6
JPK,2534,7.6
2534,JPK,7.6
JPK,2535,7.6
2535,JPK,7.6
JPK,2536,7.6
2536,JPK,7.6
JPK,2537,7.6
2537,JPK,7.6
JPK,2538,7.6
2538,JPK,7.6
JPK,2539,7.6
2539,JPK,7.6
JPK,2540,7.6
2540,JPK,7.6
JPK,2541,7.6
2541,JPK,7.6
JPK,2542,7.6
2542,JPK,7.6
JPK,2543,7.6
2543,JPK,7.6
JPK,2544,7.6
2544,JPK,7.6
JPK,2545,7.6
2545,JPK,7.6
JPK,2546,7.6
2546,JPK,7.6
JPK,2547,7.6
2547,JPK,7.6
JPK,2548,7.6
2548,JPK,7.6
JPK,2549,7.6
2549,JPK,7.6
JPK,2550,7.6
2550,JPK,7.6
JPK,2551,7.6
2551,JPK,7.6
JPK,2552,7.6
2552,JPK,7.6
JPK,2553,7.6
2553,JPK,7.6
JPK,2554,7.6
2554,JPK,7.6
JPK,2555,7.6
2555,JPK,7.6
JPK,2556,7.6
2556,JPK,7.6
JPK,2557,7.6
2557,JPK,7.6
JPK,2558,7.6
2558,JPK,7.6
JPK,2559,7.6
2559,JPK,7.6
JPK,2560,7.6
2560,JPK,7.6
JPK,2561,7.6
2561,JPK,7.6
JPK,2562,7.6
2562,JPK,7.6
JPK,2563,7.6
2563,JPK,7.6
JPK,2564,7.6
2564,JPK,7.6
JPK,2565,7.6
2565,JPK,7.6
JPK,2566,7.6
2566,JPK,7.6
JPK,2567,7.6
2567,JPK,7.6
JPK,2568,7.6
2568,JPK,7.6
JPK,2569,7.6
2569,JPK,7.6
JPK,2570,7.6
2570,JPK,7.6
JPK,2571,7.6
2571,JPK,7.6
JPK,2572,7.6
2572,JPK,7.6
JPK,2573,7.6
2573,JPK,7.6
JPK,2574,7.6
2574,JPK,7.6
JPK,2575,7.6
2575,JPK,7.6
JPK,2576,7.6
2576,JPK,7.6
JPK,2577,7.6
2577,JPK,7.6
JPK,2578,7.6
2578,JPK,7.6
JPK,2579,7.6
2579,JPK,7.6
JPK,2580,7.6
2580,JPK,7.6
JPK,2581,7.6
2581,JPK,7.6
JPK,2582,7.6
2582,JPK,7.6
JPK,2583,7.6
2583,JPK,7.6
JPK,2584,7.6
2584,JPK,7.6
JPK,2585,7.6
2585,JPK,7.6
JPK,2586,7.6
2586,JPK,7.6
JPK,2587,7.6
2587,JPK,7.6
JPK,2588,7.6
2588,JPK,7.6
JPK,2589,7.6
2589,JPK,7.6
JPK,2590,7.6
2590,JPK,7.6
JPK,2591,7.6
2591,JPK,7.6
JPK,2592,7.6
2592,JPK,7.6
JPK,2593,7.6
2593,JPK,7.6
JPK,2594,7.6
2594,JPK,7.6
JPK,2595,7.6
2595,JPK,7.6
JPK,2596,7.6
2596,JPK,7.6
JPK,2597,7.6
2597,JPK,7.6
JPK,2598,7.6
2598,JPK,7.6
JPK,2599,7.6
2599,JPK,7.6
JPK,2600,7.6
2600,JPK,7.6
JPK,2601,7.6
2601,JPK,7.6
JPK,2602,7.6
2602,JPK,7.6
JPK,2603,7.6
2603,JPK,7.6
JPK,2604,7.6
2604,JPK,7.6
JPK,2605,7.6
2605,JPK,7.6
JPK,2606,7.6
2606,JPK,7.6
JPK,2607,7.6
2607,JPK,7.6
JPK,2608,7.6
2608,JPK,7.6
JPK,2609,7.6
2609,JPK,7.6
JPK,2610,7.6
2610,JPK,7.6
JPK,2611,7.6
2611,JPK,7.6
JPK,2612,7.6
2612,JPK,7.6
JPK,2613,7.6
2613,JPK,7.6
JPK,2614,7.6
2614,JPK,7.6
JPK,2615,7.6
2615,JPK,7.6
JPK,2616,7.6
2616,JPK,7.6
JPK,2617,7.6
2617,JPK,7.6
JPK,2618,7.6
2618,JPK,7.6
JPK,2619,7.6
2619,JPK,7.6
JPK,2620,7.6
2620,JPK,7.6
JPK,2621,7.6
2621,JPK,7.6
JPK,2622,7.6
2622,JPK,7.6
JPK,2623,7.6
2623,JPK,7.6
JPK,2624,7.6
2624,JPK,7.6
JPK,2625,7.6
2625,JPK,7.6
JPK,2626,7.6
2626,JPK,7.6
JPK,2627,7.6
2627,JPK,7.6
JPK,2628,7.6
2628,JPK,7.6
JPK,2629,7.6
2629,JPK,7.6
JPK,2630,7.6
2630,JPK,7.6
JPK,2631,7.6
2631,JPK,7.6
JPK,2632,7.6
2632,JPK,7.6
JPK,2633,7.6
2633,JPK,7.6
JPK,2634,7.6
2634,JPK,7.6
JPK,2635,7.6
2635,JPK,7.6
JPK,2636,7.6
2636,JPK,7.6
JPK,2637,7.6
2637,JPK,7.6
JPK,2638,7.6
2638,JPK,7.6
JPK,2639,7.6
2639,JPK,7.6
JPK,2640,7.6
2640,JPK,7.6
JPK,2641,7.6
2641,JPK,7.6
JPK,2642,7.6
2642,JPK,7.6
JPK,2643,7.6
2643,JPK,7.6
JPK,2644,7.6
2644,JPK,7.6
JPK,2645,7.6
2645,JPK,7.6
JPK,2646,7.6
2646,JPK,7.6
JPK,2647,7.6
2647,JPK,7.6
JPK,2648,7.6
2648,JPK,7.6
JPK,2649,7.6
2649,JPK,7.6
JPK,2650,7.6
2650,JPK,7.6
JPK,2651,7.6
2651,JPK,7.6
JPK,2652,7.6
2652,JPK,7.6
JPK,2653,7.6
2653,JPK,7.6
JPK,2654,7.6
2654,JPK,7.6
JPK,2655,7.6
2655,JPK,7.6
JPK,2656,7.6
2656,JPK,7.6
JPK,2657,7.6
2657,JPK,7.6
JPK,2658,7.6
2658,JPK,7.6
JPK,2659,7.6
2659,JPK,7.6
JPK,2660,7.6
2660,JPK,7.6
JPK,2661,7.6
2661,JPK,7.6
JPK,2662,7.6
2662,JPK,7.6
JPK,2663,7.6
2663,JPK,7.6
JPK,2664,7.6
2664,JPK,7.6
JPK,2665,7.6
2665,JPK,7.6
JPK,2666,7.6
2666,JPK,7.6
JPK,2667,7.6
2667,JPK,7.6
JPK,2668,7.6
2668,JPK,7.6
JPK,2669,7.6
2669,JPK,7.6
JPK,2670,7.6
2670,JPK,7.6
JPK,2671,7.6
2671,JPK,7.6
JPK,2672,7.6
2672,JPK,7.6
JPK,2673,7.6
2673,JPK,7.6
JPK,2674,7.6
2674,JPK,7.6
JPK,2675,7.6
2675,JPK,7.6
JPK,2676,7.6
2676,JPK,7.6
JPK,2677,7.6
2677,JPK,7.6
JPK,2678,7.6
2678,JPK,7.6
JPK,2679,7.6
2679,JPK,7.6
JPK,2680,7.6
2680,JPK,7.6
JPK,2681,7.6
2681,JPK,7.6
JPK,2682,7.6
2682,JPK,7.6
JPK,2683,7.6
2683,JPK,7.6
JPK,2684,7.6
2684,JPK,7.6
JPK,2685,7.6
2685,JPK,7.6
JPK,2686,7.6
2686,JPK,7.6
JPK,2687,7.6
2687,JPK,7.6
JPK,2688,7.6
2688,JPK,7.6
JPK,2689,7.6
2689,JPK,7.6
JPK,2690,7.6
2690,JPK,7.6
JPK,2691,7.6
2691,JPK,7.6
JPK,2692,7.6
2692,JPK,7.6
JPK,2693,7.6
2693,JPK,7.6
JPK,2694,7.6
2694,JPK,7.6
JPK,2695,7.6
2695,JPK,7.6
JPK,2696,7.6
2696,JPK,7.6
JPK,2697,7.6
2697,JPK,7.6
JPK,2698,7.6
2698,JPK,7.6
JPK,2699,7.6
2699,JPK,7.6
JPK,2700,7.6
2700,JPK,7.6
JPK,2701,7.6
2701,JPK,7.6
JPK,2702,7.6
2702,JPK,7.6
JPK,2703,7.6
2703,JPK,7.6
JPK,2704,7.6
2704,JPK,7.6
JPK,2705,7.6
2705,JPK,7.6
JPK,2706,7.6
2706,JPK,7.6
JPK,2707,7.6
2707,JPK,7.6
JPK,2708,7.6
2708,JPK,7.6
JPK,2709,7.6
2709,JPK,7.6
JPK,2710,7.6
2710,JPK,7.6
JPK,2711,7.6
2711,JPK,7.6
JPK,2712,7.6
2712,JPK,7.6
JPK,2713,7.6
2713,JPK,7.6
JPK,2714,7.6
2714,JPK,7.6
JPK,2715,7.6
2715,JPK,7.6
JPK,2716,7.6
2716,JPK,7.6
JPK,2717,7.6
2717,JPK,7.6
JPK,2718,7.6
2718,JPK,7.6
JPK,2719,7.6
2719,JPK,7.6
JPK,2720,7.6
2720,JPK,7.6
JPK,2721,7.6
2721,JPK,7.6
JPK,2722,7.6
2722,JPK,7.6
JPK,2723,7.6
2723,JPK,7.6
JPK,2724,7.6
2724,JPK,7.6
JPK,2725,7.6
2725,JPK,7.6
JPK,2726,7.6
2726,JPK,7.6
JPK,2727,7.6
2727,JPK,7.6
JPK,2728,7.6
2728,JPK,7.6
JPK,2729,7.6
2729,JPK,7.6
JPK,2730,7.6
2730,JPK,7.6
JPK,2731,7.6
2731,JPK,7.6
JPK,2732,7.6
2732,JPK,7.6
JPK,2733,7.6
2733,JPK,7.6
JPK,2734,7.6
2734,JPK,7.6
JPK,2735,7.6
2735,JPK,7.6
JPK,2736,7.6
2736,JPK,7.6
JPK,2737,7.6
2737,JPK,7.6
JPK,2738,7.6
2738,JPK,7.6
JPK,2739,7.6
2739,JPK,7.6
JPK,2740,7.6
2740,JPK,7.6
JPK,2741,7.6
2741,JPK,7.6
JPK,2742,7.6
2742,JPK,7.6
JPK,2743,7.6
2743,JPK,7.6
JPK,2744,7.6
2744,JPK,7.6
JPK,2745,7.6
2745,JPK,7.6
JPK,2746,7.6
2746,JPK,7.6
JPK,2747,7.6
2747,JPK,7.6
JPK,2748,7.6
2748,JPK,7.6
JPK,2749,7.6
2749,JPK,7.6
JPK,2750,7.6
2750,JPK,7.6
JPK,2751,7.6
2751,JPK,7.6
JPK,2752,7.6
2752,JPK,7.6
JPK,2753,7.6
2753,JPK,7.6
JPK,2754,7.6
2754,JPK,7.6
JPK,2755,7.6
2755,JPK,7.6
JPK,2756,7.6
2756,JPK,7.6
JPK,2757,7.6
2757,JPK,7.6
JPK,2758,7.6
2758,JPK,7.6
JPK,2759,7.6
2759,JPK,7.6
JPK,2760,7.6
2760,JPK,7.6
JPK,2761,7.6
2761,JPK,7.6
JPK,2762,7.6
2762,JPK,7.6
JPK,2763,7.6
2763,JPK,7.6
JPK,2764,7.6
2764,JPK,7.6
JPK,2765,7.6
2765,JPK,7.6
JPK,2766,7.6
2766,JPK,7.6
JPK,2767,7.6
2767,JPK,7.6
JPK,2768,7.6
2768,JPK,7.6
JPK,2769,7.6
2769,JPK,7.6
JPK,2770,7.6
2770,JPK,7.6
JPK,2771,7.6
2771,JPK,7.6
JPK,2772,7.6
2772,JPK,7.6
JPK,2773,7.6
2773,JPK,7.6
JPK,2774,7.6
2774,JPK,7.6
JPK,2775,7.6
2775,JPK,7.6
JPK,2776,7.6
2776,JPK,7.6
JPK,2777,7.6
2777,JPK,7.6
JPK,2778,7.6
2778,JPK,7.6
JPK,2779,7.6
2779,JPK,7.6
JPK,2780,7.6
2780,JPK,7.6
JPK,2781,7.6
2781,JPK,7.6
JPK,2782,7.6
2782,JPK,7.6
JPK,2783,7.6
2783,JPK,7.6
JPK,2784,7.6
2784,JPK,7.6
JPK,2785,7.6
2785,JPK,7.6
JPK,2786,7.6
2786,JPK,7.6
JPK,2787,7.6
2787,JPK,7.6
JPK,2788,7.6
2788,JPK,7.6
JPK,2789,7.6
2789,JPK,7.6
JPK,2790,7.6
2790,JPK,7.6
JPK,2791,7.6
2791,JPK,7.6
JPK,2792,7.6
2792,JPK,7.6
JPK,2793,7.6
2793,JPK,7.6
JPK,2794,7.6
2794,JPK,7.6
JPK,2795,7.6
2795,JPK,7.6
JPK,2796,7.6
2796,JPK,7.6
JPK,2797,7.6
2797,JPK,7.6
JPK,2798,7.6
2798,JPK,7.6
JPK,2799,7.6
2799,JPK,7.6
JPK,2800,7.6
2800,JPK,7.6
JPK,2801,7.6
2801,JPK,7.6
JPK,2802,7.6
2802,JPK,7.6
JPK,2803,7.6
2803,JPK,7.6
JPK,2804,7.6
2804,JPK,7.6
JPK,2805,7.6
2805,JPK,7.6
JPK,2806,7.6
2806,JPK,7.6
JPK,2807,7.6
2807,JPK,7.6
JPK,2808,7.6
2808,JPK,7.6
JPK,2809,7.6
2809,JPK,7.6
JPK,2810,7.6
2810,JPK,7.6
JPK,2811,7.6
2811,JPK,7.6
JPK,2812,7.6
2812,JPK,7.6
JPK,2813,7.6
2813,JPK,7.6
JPK,2814,7.6
2814,JPK,7.6
JPK,2815,7.6
2815,JPK,7.6
JPK,2816,7.6
2816,JPK,7.6
JPK,2817,7.6
2817,JPK,7.6
JPK,2818,7.6
2818,JPK,7.6
JPK,2819,7.6
2819,JPK,7.6
JPK,2820,7.6
2820,JPK,7.6
JPK,2821,7.6
2821,JPK,7.6
JPK,2822,7.6
2822,JPK,7.6
JPK,2823,7.6
2823,JPK,7.6
JPK,2824,7.6
2824,JPK,7.6
JPK,2825,7.6
2825,JPK,7.6
JPK,2826,7.6
2826,JPK,7.6
JPK,2827,7.6
2827,JPK,7.6
JPK,2828,7.6
2828,JPK,7.6
JPK,2829,7.6
2829,JPK,7.6
JPK,2830,7.6
2830,JPK,7.6
JPK,2831,7.6
2831,JPK,7.6
JPK,2832,7.6
2832,JPK,7.6
JPK,2833,7.6
2833,JPK,7.6
JPK,2834,7.6
2834,JPK,7.6
JPK,2835,7.6
2835,JPK,7.6
JPK,2836,7.6
2836,JPK,7.6
JPK,2837,7.6
2837,JPK,7.6
JPK,2838,7.6
2838,JPK,7.6
JPK,2839,7.6
2839,JPK,7.6
JPK,2840,7.6
2840,JPK,7.6
JPK,2841,7.6
2841,JPK,7.6
JPK,2842,7.6
2842,JPK,7.6
JPK,2843,7.6
2843,JPK,7.6
JPK,2844,7.6
2844,JPK,7.6
JPK,2845,7.6
2845,JPK,7.6
JPK,2846,7.6
2846,JPK,7.6
JPK,2847,7.6
2847,JPK,7.6
JPK,2848,7.6
2848,JPK,7.6
JPK,2849,7.6
2849,JPK,7.6
JPK,2850,7.6
2850,JPK,7.6
JPK,2851,7.6
2851,JPK,7.6
JPK,2852,7.6
2852,JPK,7.6
JPK,2853,7.6
2853,JPK,7.6
JPK,2854,7.6
2854,JPK,7.6
JPK,2855,7.6
2855,JPK,7.6
JPK,2856,7.6
2856,JPK,7.6
JPK,2857,7.6
2857,JPK,7.6
JPK,2858,7.6
2858,JPK,7.6
JPK,2859,7.6
2859,JPK,7.6
JPK,2860,7.6
2860,JPK,7.6
JPK,2861,7.6
2861,JPK,7.6
JPK,2862,7.6
2862,JPK,7.6
JPK,2863,7.6
2863,JPK,7.6
JPK,2864,7.6
2864,JPK,7.6
JPK,2865,7.6
2865,JPK,7.6
JPK,2866,7.6
2866,JPK,7.6
JPK,2867,7.6
2867,JPK,7.6
JPK,2868,7.6
2868,JPK,7.6
JPK,2869,7.6
2869,JPK,7.6
JPK,2870,7.6
2870,JPK,7.6
JPK,2871,7.6
2871,JPK,7.6
JPK,2872,7.6
2872,JPK,7.6
JPK,2873,7.6
2873,JPK,7.6
JPK,2874,7.6
2874,JPK,7.6
JPK,2875,7.6
2875,JPK,7.6
JPK,2876,7.6
2876,JPK,7.6
JPK,2877,7.6
2877,JPK,7.6
JPK,2878,7.6
2878,JPK,7.6
JPK,2879,7.6
2879,JPK,7.6
JPK,2880,7.6
2880,JPK,7.6
JPK,2881,7.6
2881,JPK,7.6
JPK,2882,7.6
2882,JPK,7.6
JPK,2883,7.6
2883,JPK,7.6
JPK,2884,7.6
2884,JPK,7.6
JPK,2885,7.6
2885,JPK,7.6
JPK,2886,7.6
2886,JPK,7.6
JPK,2887,7.6
2887,JPK,7.6
JPK,2888,7.6
2888,JPK,7.6
JPK,2889,7.6
2889,JPK,7.6
JPK,2890,7.6
2890,JPK,7.6
JPK,2891,7.6
2891,JPK,7.6
JPK,2892,7.6
2892,JPK,7.6
JPK,2893,7.6
2893,JPK,7.6
JPK,2894,7.6
2894,JPK,7.6
JPK,2895,7.6
2895,JPK,7.6
JPK,2896,7.6
2896,JPK,7.6
JPK,2897,7.6
2897,JPK,7.6
JPK,2898,7.6
2898,JPK,7.6
JPK,2899,7.6
2899,JPK,7.6
JPK,2900,7.6
2900,JPK,7.6
JPK,2901,7.6
2901,JPK,7.6
JPK,2902,7.6
2902,JPK,7.6
JPK,2903,7.6
2903,JPK,7.6
JPK,2904,7.6
2904,JPK,7.6
JPK,2905,7.6
2905,JPK,7.6
JPK,2906,7.6
2906,JPK,7.6
JPK,2907,7.6
2907,JPK,7.6
JPK,2908,7.6
2908,JPK,7.6
JPK,2909,7.6
2909,JPK,7.6
JPK,2910,7.6
2910,JPK,7.6
JPK,2911,7.6
2911,JPK,7.6
JPK,2912,7.6
2912,JPK,7.6
JPK,2913,7.6
2913,JPK,7.6
JPK,2914,7.6
2914,JPK,7.6
JPK,2915,7.6
2915,JPK,7.6
JPK,2916,7.6
2916,JPK,7.6
JPK,2917,7.6
2917,JPK,7.6
JPK,2918,7.6
2918,JPK,7.6
JPK,2919,7.6
2919,JPK,7.6
JPK,2920,7.6
2920,JPK,7.6
JPK,2921,7.6
2921,JPK,7.6
JPK,2922,7.6
2922,JPK,7.6
JPK,2923,7.6
2923,JPK,7.6
JPK,2924,7.6
2924,JPK,7.6
JPK,2925,7.6
2925,JPK,7.6
JPK,2926,7.6
2926,JPK,7.6
JPK,2927,7.6
2927,JPK,7.6
JPK,2928,7.6
2928,JPK,7.6
JPK,2929,7.6
2929,JPK,7.6
JPK,2930,7.6
2930,JPK,7.6
JPK,2931,7.6
2931,JPK,7.6
JPK,2932,7.6
2932,JPK,7.6
JPK,2933,7.6
2933,JPK,7.6
JPK,2934,7.6
2934,JPK,7.6
JPK,2935,7.6
2935,JPK,7.6
JPK,2936,7.6
2936,JPK,7.6
JPK,2937,7.6
2937,JPK,7.6
JPK,2938,7.6
2938,JPK,7.6
JPK,2939,7.6
2939,JPK,7.6
JPK,2940,7.6
2940,JPK,7.6
JPK,2941,7.6
2941,JPK,7.6
JPK,2942,7.6
2942,JPK,7.6
JPK,2943,7.6
2943,JPK,7.6
JPK,2944,7.6
2944,JPK,7.6
JPK,2945,7.6
2945,JPK,7.6
JPK,2946,7.6
2946,JPK,7.6
JPK,2947,7.6
2947,JPK,7.6
JPK,2948,7.6
2948,JPK,7.6
JPK,2949,7.6
2949,JPK,7.6
JPK,2950,7.6
2950,JPK,7.6
JPK,2951,7.6
2951,JPK,7.6
JPK,2952,7.6
2952,JPK,7.6
JPK,2953,7.6
2953,JPK,7.6
JPK,2954,7.6
2954,JPK,7.6
JPK,2955,7.6
2955,JPK,7.6
JPK,2956,7.6
2956,JPK,7.6
JPK,2957,7.6
2957,JPK,7.6
JPK,2958,7.6
2958,JPK,7.6
JPK,2959,7.6
2959,JPK,7.6
JPK,2960,7.6
2960,JPK,7.6
JPK,2961,7.6
2961,JPK,7.6
JPK,2962,7.6
2962,JPK,7.6
JPK,2963,7.6
2963,JPK,7.6
JPK,2964,7.6
2964,JPK,7.6
JPK,2965,7.6
2965,JPK,7.6
JPK,2966,7.6
2966,JPK,7.6
JPK,2967,7.6
2967,JPK,7.6
JPK,2968,7.6
2968,JPK,7.6
JPK,2969,7.6
2969,JPK,7.6
JPK,2970,7.6
2970,JPK,7.6
JPK,2971,7.6
2971,JPK,7.6
JPK,2972,7.6
2972,JPK,7.6
JPK,2973,7.6
2973,JPK,7.6
JPK,2974,7.6
2974,JPK,7.6
JPK,2975,7.6
2975,JPK,7.6
JPK,2976,7.6
2976,JPK,7.6
JPK,2977,7.6
2977,JPK,7.6
JPK,2978,7.6
2978,JPK,7.6
JPK,2979,7.6
2979,JPK,7.6
JPK,2980,7.6
2980,JPK,7.6
JPK,2981,7.6
2981,JPK,7.6
JPK,2982,7.6
2982,JPK,7.6
JPK,2983,7.6
2983,JPK,7.6
JPK,2984,7.6
2984,JPK,7.6
JPK,2985,7.6
2985,JPK,7.6
JPK,2986,7.6
2986,JPK,7.6
JPK,2987,7.6
2987,JPK,7.6
JPK,2988,7.6
2988,JPK,7.6
JPK,2989,7.6
2989,JPK,7.6
JPK,2990,7.6
2990,JPK,7.6
JPK,2991,7.6
2991,JPK,7.6
JPK,2992,7.6
2992,JPK,7.6
JPK,2993,7.6
2993,JPK,7.6
JPK,2994,7.6
2994,JPK,7.6
JPK,2995,7.6
2995,JPK,7.6
JPK,2996,7.6
2996,JPK,7.6
JPK,2997,7.6
2997,JPK,7.6
JPK,2998,7.6
2998,JPK,7.6
JPK,2999,7.6
2999,JPK,7.6
JPK,3000,7.6
3000,JPK,7.6
ANZ,1950,4.1
1950,ANZ,4.1
ANZ,1951,4.2
1951,ANZ,4.2
ANZ,1952,4.2
1952,ANZ,4.2
ANZ,1953,4.2
1953,ANZ,4.2
ANZ,1954,4.3
1954,ANZ,4.3
ANZ,1955,4.3
1955,ANZ,4.3
ANZ,1956,4.4
1956,ANZ,4.4
ANZ,1957,4.4
1957,ANZ,4.4
ANZ,1958,4.4
1958,ANZ,4.4
ANZ,1959,4.5
1959,ANZ,4.5
ANZ,1960,5.3
1960,ANZ,5.3
ANZ,1961,5.4
1961,ANZ,5.4
ANZ,1962,5.5
1962,ANZ,5.5
ANZ,1963,5.6
1963,ANZ,5.6
ANZ,1964,5.7
1964,ANZ,5.7
ANZ,1965,5.8
1965,ANZ,5.8
ANZ,1966,5.9
1966,ANZ,5.9
ANZ,1967,6
1967,ANZ,6
ANZ,1968,6.1
1968,ANZ,6.1
ANZ,1969,6.2
1969,ANZ,6.2
ANZ,1970,6.3
1970,ANZ,6.3
ANZ,1971,6.4
1971,ANZ,6.4
ANZ,1972,6.5
1972,ANZ,6.5
ANZ,1973,6.7
1973,ANZ,6.7
ANZ,1974,6.8
1974,ANZ,6.8
ANZ,1975,6.9
1975,ANZ,6.9
ANZ,1976,7
1976,ANZ,7
ANZ,1977,7.1
1977,ANZ,7.1
ANZ,1978,7.2
1978,ANZ,7.2
ANZ,1979,7.3
1979,ANZ,7.3
ANZ,1980,7.4
1980,ANZ,7.4
ANZ,1981,7.5
1981,ANZ,7.5
ANZ,1982,7.6
1982,ANZ,7.6
ANZ,1983,7.7
1983,ANZ,7.7
ANZ,1984,7.8
1984,ANZ,7.8
ANZ,1985,7.9
1985,ANZ,7.9
ANZ,1986,8
1986,ANZ,8
ANZ,1987,8.2
1987,ANZ,8.2
ANZ,1988,8.3
1988,ANZ,8.3
ANZ,1989,8.4
1989,ANZ,8.4
ANZ,1990,8.4
1990,ANZ,8.4
ANZ,1991,8.3
1991,ANZ,8.3
ANZ,1992,8.2
1992,ANZ,8.2
ANZ,1993,8
1993,ANZ,8
ANZ,1994,7.9
1994,ANZ,7.9
ANZ,1995,7.8
1995,ANZ,7.8
ANZ,1996,7.6
1996,ANZ,7.6
ANZ,1997,7.5
1997,ANZ,7.5
ANZ,1998,7.3
1998,ANZ,7.3
ANZ,1999,7.1
1999,ANZ,7.1
ANZ,2000,6.9
2000,ANZ,6.9
ANZ,2001,6.6
2001,ANZ,6.6
ANZ,2002,6.2
2002,ANZ,6.2
ANZ,2003,5.8
2003,ANZ,5.8
ANZ,2004,5.5
2004,ANZ,5.5
ANZ,2005,5.1
2005,ANZ,5.1
ANZ,2006,4.7
2006,ANZ,4.7
ANZ,2007,4.7
2007,ANZ,4.7
ANZ,2008,4.7
2008,ANZ,4.7
ANZ,2009,4.7
2009,ANZ,4.7
ANZ,2010,5.1
2010,ANZ,5.1
ANZ,2011,4.7
2011,ANZ,4.7
ANZ,2012,4.7
2012,ANZ,4.7
ANZ,2013,4.7
2013,ANZ,4.7
ANZ,2014,4.7
2014,ANZ,4.7
ANZ,2015,5.1
2015,ANZ,5.1
ANZ,2016,4.7
2016,ANZ,4.7
ANZ,2017,4.7
2017,ANZ,4.7
ANZ,2018,4.7
2018,ANZ,4.7
ANZ,2019,4.7
2019,ANZ,4.7
ANZ,2020,5.1
2020,ANZ,5.1
ANZ,2021,4.8
2021,ANZ,4.8
ANZ,2022,4.8
2022,ANZ,4.8
ANZ,2023,4.8
2023,ANZ,4.8
ANZ,2024,4.8
2024,ANZ,4.8
ANZ,2025,5.2
2025,ANZ,5.2
ANZ,2026,4.8
2026,ANZ,4.8
ANZ,2027,4.9
2027,ANZ,4.9
ANZ,2028,4.9
2028,ANZ,4.9
ANZ,2029,4.9
2029,ANZ,4.9
ANZ,2030,5.3
2030,ANZ,5.3
ANZ,2031,4.9
2031,ANZ,4.9
ANZ,2032,5
2032,ANZ,5
ANZ,2033,5
2033,ANZ,5
ANZ,2034,5
2034,ANZ,5
ANZ,2035,5.4
2035,ANZ,5.4
ANZ,2036,5
2036,ANZ,5
ANZ,2037,5
2037,ANZ,5
ANZ,2038,5
2038,ANZ,5
ANZ,2039,5
2039,ANZ,5
ANZ,2040,5.4
2040,ANZ,5.4
ANZ,2041,5.1
2041,ANZ,5.1
ANZ,2042,5
2042,ANZ,5
ANZ,2043,5
2043,ANZ,5
ANZ,2044,5
2044,ANZ,5
ANZ,2045,5.4
2045,ANZ,5.4
ANZ,2046,5
2046,ANZ,5
ANZ,2047,5
2047,ANZ,5
ANZ,2048,5
2048,ANZ,5
ANZ,2049,5
2049,ANZ,5
ANZ,2050,5.3
2050,ANZ,5.3
ANZ,2051,5
2051,ANZ,5
ANZ,2052,5
2052,ANZ,5
ANZ,2053,5.1
2053,ANZ,5.1
ANZ,2054,5.2
2054,ANZ,5.2
ANZ,2055,5.7
2055,ANZ,5.7
ANZ,2056,5.3
2056,ANZ,5.3
ANZ,2057,5.4
2057,ANZ,5.4
ANZ,2058,5.5
2058,ANZ,5.5
ANZ,2059,5.6
2059,ANZ,5.6
ANZ,2060,6.2
2060,ANZ,6.2
ANZ,2061,5.9
2061,ANZ,5.9
ANZ,2062,5.9
2062,ANZ,5.9
ANZ,2063,6
2063,ANZ,6
ANZ,2064,6
2064,ANZ,6
ANZ,2065,6.5
2065,ANZ,6.5
ANZ,2066,6.1
2066,ANZ,6.1
ANZ,2067,6.3
2067,ANZ,6.3
ANZ,2068,6.5
2068,ANZ,6.5
ANZ,2069,6.7
2069,ANZ,6.7
ANZ,2070,7.4
2070,ANZ,7.4
ANZ,2071,7
2071,ANZ,7
ANZ,2072,7.2
2072,ANZ,7.2
ANZ,2073,7.3
2073,ANZ,7.3
ANZ,2074,7.4
2074,ANZ,7.4
ANZ,2075,8.1
2075,ANZ,8.1
ANZ,2076,7.7
2076,ANZ,7.7
ANZ,2077,7.9
2077,ANZ,7.9
ANZ,2078,8
2078,ANZ,8
ANZ,2079,8.2
2079,ANZ,8.2
ANZ,2080,8.9
2080,ANZ,8.9
ANZ,2081,8.5
2081,ANZ,8.5
ANZ,2082,8.7
2082,ANZ,8.7
ANZ,2083,8.8
2083,ANZ,8.8
ANZ,2084,9
2084,ANZ,9
ANZ,2085,9.6
2085,ANZ,9.6
ANZ,2086,9.2
2086,ANZ,9.2
ANZ,2087,9.4
2087,ANZ,9.4
